contamination,use_pca,use_fa,lof_neighbors,if_estimators,if_max_features,use_ae,use_ocsvm,use_copula,use_hdbscan,hdb_min_cluster,stage,silhouette,dunn,dbi,score,time_sec,rho_bootstrap,jacc_topk,rho_seed,rho_noise,out_dir,stage_name
0.02,1,0,20,200,0.6,0,1,1,0,5,1,0.5849366865385508,0.06387250003488014,1.1886782960653157,0.720959189700529,9.79,0.9940995347271677,0.8814102564102565,0.9986238502608331,0.997599003365349,data\tuning_runs_asha\stage1_wide\75ca7e4cc9,S1
0.02,0,0,50,100,1.0,0,1,0,1,5,1,0.6151127829307407,0.05191639516716484,1.077456124032644,0.7158908372575141,9.18,0.9639601409612938,0.8044871794871795,0.99746548278166,0.9746611807539605,data\tuning_runs_asha\stage1_wide\4b8e357989,S1
0.02,1,0,10,400,0.6,0,0,1,0,5,1,0.58813733071764,0.04759024020402728,1.1657152190607811,0.7046697238804371,11.17,0.9899774235389479,0.8333333333333334,0.9990398709976123,0.9974650011549457,data\tuning_runs_asha\stage1_wide\ff6a3f1af1,S1
0.02,1,0,10,300,0.6,0,0,0,0,5,1,0.5873588858987802,0.04759024020402728,1.1421402279297537,0.6938934773861816,11.56,0.9828719236114206,0.7628205128205128,0.9980403521933834,0.994527905064318,data\tuning_runs_asha\stage1_wide\27a8d5fb39,S1
0.03,1,0,30,200,0.8,0,0,1,1,5,1,0.5647826238633736,0.04703393309996374,1.1771968045052232,0.6913022031890519,8.07,0.96790130041454,0.8300653594771242,0.998671544334333,0.9862123064421118,data\tuning_runs_asha\stage1_wide\2a914e0425,S1
0.03,1,0,50,400,0.6,0,1,1,1,20,1,0.5599408155499477,0.04436568622544537,1.2534352548661167,0.6844920793269734,13.3,0.9876143651645701,0.8594771241830065,0.9995202582509545,0.9971234327206467,data\tuning_runs_asha\stage1_wide\52de0ca440,S1
0.03,1,0,30,100,0.8,0,0,0,1,10,1,0.5520063187122509,0.0598056618817088,1.3385560985789589,0.6763553609139541,7.5,0.9675107082550184,0.8360853113175094,0.9945935316784149,0.9889095060867882,data\tuning_runs_asha\stage1_wide\88c01e08f8,S1
0.02,1,0,50,100,0.8,1,0,1,0,5,1,0.5871555612649142,0.04759024020402728,1.185853032806496,0.6705767231133248,45.51,0.9679533104750329,0.6973443223443223,0.9723871909299382,0.9857941343155672,data\tuning_runs_asha\stage1_wide\fc56468977,S1
0.02,0,0,10,400,0.8,1,1,0,1,20,1,0.5884275068343481,0.06774757888155378,1.4090239092441132,0.668892169588175,47.84,0.9722592146931874,0.8397435897435898,0.9958681130535202,0.9825038803828418,data\tuning_runs_asha\stage1_wide\2c90ccd0bf,S1
0.02,1,0,30,300,1.0,1,1,1,0,5,1,0.5843604635976416,0.04759024020402728,1.1755624873707315,0.6679212268702484,45.6,0.9785353021757267,0.6620879120879121,0.9813195188058346,0.9910906870948101,data\tuning_runs_asha\stage1_wide\63ef0c6746,S1
0.02,0,0,20,200,0.6,1,0,0,1,5,1,0.5884275068343481,0.06774757888155378,1.4090239092441132,0.6635754184582928,47.56,0.9578249965373082,0.7980769230769231,0.99278026907989,0.971857140613029,data\tuning_runs_asha\stage1_wide\1722840c6f,S1
0.02,1,0,50,200,1.0,1,0,0,0,5,1,0.5871555612649142,0.04759024020402728,1.185853032806496,0.6621535070857324,44.65,0.959671268678404,0.6973443223443223,0.964250943396811,0.9830263985669603,data\tuning_runs_asha\stage1_wide\c5ae734e3b,S1
0.04,1,0,50,300,0.6,0,1,0,1,30,1,0.527685145853354,0.04436568622544537,1.495701682277323,0.6540427680680188,10.61,0.9935812969395927,0.9148550724637682,0.9992832159668507,0.9980007085728358,data\tuning_runs_asha\stage1_wide\6d32ff0e1b,S1
0.02,1,0,30,400,1.0,1,1,0,0,5,1,0.5843604635976416,0.04759024020402728,1.1755624873707315,0.6494621439047844,49.43,0.9685962442719501,0.6016483516483516,0.9705270291816781,0.986206020727372,data\tuning_runs_asha\stage1_wide\137b421652,S1
0.03,1,0,20,100,0.8,0,1,0,0,5,1,0.5402877624419201,0.04436568622544537,1.564820491657138,0.6358053777479803,6.29,0.9889295164838031,0.7888888888888889,0.9948230672606195,0.9951544389475493,data\tuning_runs_asha\stage1_wide\dfb4565c17,S1
0.03,1,0,10,200,0.8,1,1,0,1,10,1,0.5529084946170623,0.04436568622544537,1.1838478978201674,0.6318304474972435,46.65,0.9507096596866703,0.672593247825446,0.9749836132323819,0.9828105966000199,data\tuning_runs_asha\stage1_wide\d56071bb6b,S1
0.03,0,0,50,400,0.6,1,0,0,0,5,1,0.5541362813414671,0.021215705950494775,1.3455045431477544,0.6293278257075361,49.94,0.9793947626229657,0.7099415204678363,0.9907485621842425,0.9706053847946835,data\tuning_runs_asha\stage1_wide\6f48f2b6ed,S1
0.03,1,0,10,100,0.8,1,1,1,1,5,1,0.5474922519029899,0.04054492375304665,1.1717198776969653,0.6238056247531324,42.71,0.9565056935108114,0.6133231629799136,0.9808838289000492,0.9818452728306912,data\tuning_runs_asha\stage1_wide\dcc9db9124,S1
0.02,0,1,50,200,1.0,0,1,1,1,10,1,0.5521473824610657,0.041160818040061616,1.3977783721139272,0.6233553646837564,7.15,0.969859963169293,0.7678571428571428,0.9988305672808844,0.8338475665336305,data\tuning_runs_asha\stage1_wide\d531c7497b,S1
0.02,0,1,30,400,0.8,0,0,1,1,30,1,0.5471934704223412,0.04089077856123733,1.6526366031652133,0.6174023013144542,10.69,0.9836441578319495,0.8814102564102565,0.9993646834302857,0.8177270078654924,data\tuning_runs_asha\stage1_wide\2a3015fe4b,S1
0.03,0,0,20,300,1.0,0,1,0,0,5,1,0.5485411848187668,0.05703420866418917,1.740632974475776,0.6110143019355038,12.38,0.9893716279917969,0.7777777777777778,0.9988579001422311,0.9843381241833701,data\tuning_runs_asha\stage1_wide\9f87a2b0d7,S1
0.04,1,0,30,300,0.8,1,1,0,1,10,1,0.5200522009704688,0.018880077496542694,1.2395748890010725,0.6072252407399755,60.89,0.9569843892684009,0.6633414733414733,0.9770887960715926,0.9850846421595016,data\tuning_runs_asha\stage1_wide\c40bf9ad77,S1
0.05,1,0,50,200,0.6,1,0,1,1,20,1,0.494265085023266,0.018880077496542694,1.3856139607955449,0.5943970454107902,58.11,0.9680725913766755,0.6921146953405017,0.9787360985835071,0.9860737394166695,data\tuning_runs_asha\stage1_wide\d0c0808465,S1
0.04,1,0,20,300,1.0,1,0,1,1,20,1,0.5085488459510902,0.018880077496542694,1.332778153240423,0.5936039003914368,48.35,0.9694542109248863,0.677891737891738,0.9799306702792212,0.9885148115421175,data\tuning_runs_asha\stage1_wide\c6b33c3f5a,S1
0.04,1,0,30,400,0.8,1,1,1,1,5,1,0.514228836201379,0.018880077496542694,1.3709474120867213,0.5888426931172293,47.69,0.964034349357577,0.6185714285714285,0.9831388357051041,0.9846967584537409,data\tuning_runs_asha\stage1_wide\f4937c9740,S1
0.04,1,0,10,400,0.8,0,0,0,1,10,1,0.5103291167358827,0.0598056618817088,1.664904955157735,0.587307015908311,12.59,0.9619232514340115,0.7128571428571429,0.9987260046591787,0.9910424036224112,data\tuning_runs_asha\stage1_wide\d7af348fb3,S1
0.05,1,0,50,100,0.6,1,0,0,1,30,1,0.5010408760365798,0.018880077496542694,1.263928716914409,0.5861602880883661,42.75,0.9661714806015783,0.6401208026208026,0.971699296425305,0.9836232143734388,data\tuning_runs_asha\stage1_wide\fe1063910a,S1
0.05,1,0,30,200,1.0,0,0,0,0,5,1,0.4987134133237023,0.018880077496542694,1.8168475149265075,0.5846630113392348,8.89,0.9921243501395691,0.7932795698924732,0.9973555197832598,0.9966762149357851,data\tuning_runs_asha\stage1_wide\39689b8537,S1
0.05,1,0,20,100,1.0,0,1,1,1,20,1,0.4954741917293084,0.018880077496542694,1.803096810924376,0.5812007536503558,7.59,0.9853168841675688,0.7932795698924731,0.9983791388908182,0.9962490446822778,data\tuning_runs_asha\stage1_wide\ad9500b004,S1
0.05,1,0,20,200,1.0,0,1,0,1,30,1,0.49217896448929127,0.018880077496542694,1.8130539823417045,0.5791377801019402,7.67,0.9919362862668324,0.7986899932386747,0.9987928985071588,0.9981744600967761,data\tuning_runs_asha\stage1_wide\ffb91bafa4,S1
0.03,0,0,30,200,0.6,1,1,0,0,5,1,0.5375236125248838,0.021215705950494775,1.6278278911880872,0.5789183224988901,46.62,0.9855743356716222,0.6253968253968254,0.9932275360649175,0.9819185712253902,data\tuning_runs_asha\stage1_wide\658e4153a3,S1
0.05,0,0,50,400,1.0,1,0,1,1,10,1,0.4935601769744706,0.04422967236715653,1.7620607993152868,0.5716653869990665,49.68,0.9734800213569417,0.7649682306940371,0.9958794617811996,0.9665515542090599,data\tuning_runs_asha\stage1_wide\3ac89400c7,S1
0.07,1,0,30,100,1.0,0,0,1,0,5,1,0.4599618499502913,0.011482334882067702,1.8325152992115048,0.5690452157660039,6.49,0.993697107841186,0.8262591067469116,0.9972538734441562,0.9959385641733075,data\tuning_runs_asha\stage1_wide\97e6f60ad1,S1
0.03,0,1,20,400,0.8,0,1,1,0,5,1,0.5090098430928519,0.02431234858753655,1.9659716260618125,0.5533737535180419,9.91,0.982521433411795,0.8823529411764706,0.9993433343275558,0.8047260005245883,data\tuning_runs_asha\stage1_wide\cab636e03e,S1
0.04,0,1,50,200,0.6,0,1,0,0,5,1,0.4799616070624351,0.04034265814179103,2.001567459071332,0.55326177711122,7.75,0.9936040038841587,0.8333333333333334,0.9973022560540326,0.8783976192776366,data\tuning_runs_asha\stage1_wide\ae235269ba,S1
0.07,1,0,50,400,1.0,0,1,0,0,5,1,0.4647325641496536,0.011250267765929623,2.0169054309283747,0.5527878904465493,10.31,0.9952203813648983,0.8164106218984267,0.9991472621817071,0.998560258356964,data\tuning_runs_asha\stage1_wide\cfeb733798,S1
0.07,1,0,50,300,1.0,0,1,1,0,5,1,0.46444843585397355,0.018199993077845335,2.0272732335493795,0.5522166826407843,10.64,0.9960181691649086,0.8154617645542206,0.9993645458054043,0.9988390186813401,data\tuning_runs_asha\stage1_wide\2e082ec9c2,S1
0.05,0,0,30,300,0.6,0,0,1,0,5,1,0.49336491868191473,0.02191969415389566,2.1628482744320494,0.5457104261476823,13.14,0.9896724686288715,0.8093715239154615,0.9982588760970421,0.9784695539677322,data\tuning_runs_asha\stage1_wide\daa39f36ac,S1
0.05,1,0,10,300,0.8,0,0,1,1,5,1,0.4829592636031256,0.03988545002338293,1.909945721854062,0.543654273131624,9.82,0.9611259031525627,0.6735071301247773,0.9991489301332197,0.9860440198062693,data\tuning_runs_asha\stage1_wide\8c6771e26d,S1
0.04,0,0,20,200,1.0,1,0,1,0,5,1,0.49177456525157354,0.02210728108862208,2.0151916763033966,0.5323234430394281,47.33,0.9826011850971895,0.7104843304843305,0.9944156888260334,0.9804898823145891,data\tuning_runs_asha\stage1_wide\3f720edbe4,S1
0.07,0,0,20,300,0.6,0,1,1,1,10,1,0.4466966652203007,0.04389654217276798,2.147374249355562,0.5275808413091747,10.25,0.9798086288974074,0.783491895701198,0.9990293130102667,0.970719956260921,data\tuning_runs_asha\stage1_wide\e32393518b,S1
0.05,0,1,30,400,0.6,0,0,0,0,5,1,0.4655305097717679,0.02431234858753655,2.2285757504665162,0.5260339821666231,8.96,0.9930249002886562,0.8869252873563218,0.9983024587543384,0.7990048245498734,data\tuning_runs_asha\stage1_wide\96dc4e9a57,S1
0.04,0,0,10,100,1.0,0,0,0,0,5,1,0.49244088124335544,0.051525369914469696,2.155714223462793,0.5219767629150364,8.3,0.9703776092206319,0.688055544877134,0.9680413974113067,0.9914945920833409,data\tuning_runs_asha\stage1_wide\1286baed3b,S1
0.07,1,0,20,400,0.8,1,0,1,0,5,1,0.42912003342964183,0.038310204839555065,1.7518118336588642,0.5177023078256537,60.67,0.9694085714632383,0.6795948616600791,0.9738506128285976,0.9876185741644758,data\tuning_runs_asha\stage1_wide\418198285b,S1
0.07,0,0,30,200,0.8,1,1,1,1,30,1,0.44047290883540685,0.04653608156687289,2.2811787171373163,0.5098710155921639,49.72,0.9898688484111313,0.783491895701198,0.9968884457408718,0.9878570728375913,data\tuning_runs_asha\stage1_wide\e514ca3d81,S1
0.02,0,1,20,100,0.6,1,0,1,1,10,1,0.49280746127445324,0.043709595976753605,1.8795542172535988,0.4916492939176136,42.26,0.949784096472449,0.4235294117647059,0.9758427409676037,0.7702939087653601,data\tuning_runs_asha\stage1_wide\2bdbf3d54c,S1
0.07,1,0,20,300,0.6,1,0,0,0,5,1,0.4184920018578625,0.038310204839555065,1.7850366301879956,0.486604145758264,46.54,0.9556632014715735,0.61322695035461,0.9595773620736231,0.9786714919668836,data\tuning_runs_asha\stage1_wide\e109dfa42a,S1
0.07,0,0,10,100,0.8,0,0,1,1,30,1,0.43683004060465475,0.02191969415389566,2.49195721880495,0.47556531698487525,9.46,0.9859781004481727,0.814444276653579,0.997544396652831,0.9825593144309579,data\tuning_runs_asha\stage1_wide\233a817b6c,S1
0.05,0,0,10,400,1.0,1,1,1,0,5,1,0.45357034631414594,0.021215705950494775,2.427922415079583,0.47313074986111664,52.43,0.9843973827084007,0.7126423149905123,0.9960799957621566,0.9857341626503866,data\tuning_runs_asha\stage1_wide\18bc74fce4,S1
0.07,0,1,10,200,0.8,0,0,0,1,20,1,0.4170815002279482,0.028432611536462607,2.368366270089008,0.4699800765007116,6.41,0.9820995438227986,0.8261904761904761,0.9983195963254882,0.8659386756161052,data\tuning_runs_asha\stage1_wide\c54b0da2cf,S1
0.07,1,0,10,100,0.6,1,1,0,0,5,1,0.41092903849295853,0.02687508119925931,1.9486846241794136,0.4698748679229101,55.08,0.957617708165717,0.609102800694746,0.9655957862850779,0.9806798104178364,data\tuning_runs_asha\stage1_wide\1b306ca6c5,S1
0.05,0,1,20,400,0.6,0,1,0,1,5,1,0.4500506308090458,0.03967227886052811,2.458943966182213,0.4633209173760149,11.69,0.9597259761690504,0.6784313725490196,0.9989105809890347,0.8575837724003995,data\tuning_runs_asha\stage1_wide\e1a9d970ef,S1
0.03,0,1,10,300,0.8,1,1,1,1,30,1,0.46097508740328214,0.03967227886052811,2.198312011830464,0.4610482834010442,46.12,0.9732248625127975,0.48917748917748916,0.9848238661664154,0.8471961991207514,data\tuning_runs_asha\stage1_wide\2e6e12d4e1,S1
0.04,0,1,10,200,1.0,0,0,1,0,5,1,0.46016122949522187,0.02390834707839845,2.3784731270531174,0.45907347429200906,6.72,0.9717741266518632,0.7783333333333334,0.9979607271101256,0.7071682833823606,data\tuning_runs_asha\stage1_wide\494721b6ce,S1
0.03,0,1,50,300,0.6,1,0,1,0,5,1,0.47638818927060333,0.011136813177157699,2.001043842416907,0.44393081268071255,45.19,0.963598811027457,0.378129117259552,0.973830349936542,0.7412414194310746,data\tuning_runs_asha\stage1_wide\3dad5a9108,S1
0.07,0,1,50,300,1.0,1,0,0,1,5,1,0.41225519639975555,0.028432611536462607,2.1454326594758033,0.43348992363028666,47.19,0.9345369959569605,0.5698936170212766,0.964522363101364,0.7927719649116285,data\tuning_runs_asha\stage1_wide\fbf740f563,S1
0.04,0,1,30,100,0.6,1,1,1,0,5,1,0.4469915243237168,0.035619569364172626,2.6487045326560295,0.4276545257191863,42.96,0.9705121295189538,0.6026518181690597,0.9779291866180762,0.8062013998201708,data\tuning_runs_asha\stage1_wide\fc83a0e85c,S1
0.07,0,1,30,100,0.8,1,1,0,1,20,1,0.40826320486086226,0.023387294260622193,2.618899875782205,0.42400067578581385,41.68,0.9770866508684588,0.659950277520814,0.9801737563629459,0.8965800185405135,data\tuning_runs_asha\stage1_wide\93fbe3a83c,S1
0.05,0,1,20,100,0.8,1,0,0,0,5,1,0.39143140831898404,0.02571018061438337,2.9306329333019048,0.3457346159947567,43.07,0.959298009694622,0.5146198830409356,0.9546271845883324,0.7823216507643364,data\tuning_runs_asha\stage1_wide\e797ac6de5,S1
0.05,0,1,10,300,1.0,1,1,0,0,5,1,0.3919662683558741,0.023387294260622193,3.2779099076069724,0.3226440501702533,44.59,0.96654863028271,0.5808393532851738,0.968269834143759,0.8433073254732633,data\tuning_runs_asha\stage1_wide\3c3f218c4b,S1
0.02,1,0,20,200,0.6,0,1,1,0,5,2,0.6328530934790465,0.03395845001982055,0.9593286623198526,0.7507902660958117,16.1,0.9951489576028973,0.8283926218708828,0.9987166174340965,0.9984196630397166,data\tuning_runs_asha\stage2_medium\75ca7e4cc9,S2
0.03,1,0,30,100,0.8,0,0,0,1,10,2,0.6038407038227767,0.04674495085872215,1.0319198917069083,0.7290172664188733,14.24,0.9568476614967717,0.8516849163907988,0.9935690697756319,0.9789742378807222,data\tuning_runs_asha\stage2_medium\88c01e08f8,S2
0.02,0,1,30,400,0.8,0,0,1,1,30,2,0.5849183726633248,0.0453005728126393,1.0058162895036675,0.7226746766672377,21.6,0.9832792564947724,0.9104084321475625,0.99884521470195,0.8333922325630116,data\tuning_runs_asha\stage2_medium\2a3015fe4b,S2
0.03,1,0,50,400,0.6,0,1,1,1,20,2,0.601711667089066,0.04575355895339471,1.2200723106055158,0.719838797744631,23.38,0.9828835981877599,0.8728399187958011,0.9994269943900247,0.9958766856917349,data\tuning_runs_asha\stage2_medium\52de0ca440,S2
0.03,1,0,20,100,0.8,0,1,0,0,5,2,0.5905475473865389,0.045549999745054116,1.2758958425393336,0.7076664705849076,13.59,0.9880240338846397,0.8630545652604477,0.9944791575714576,0.9943327246852038,data\tuning_runs_asha\stage2_medium\dfb4565c17,S2
0.02,0,1,50,200,1.0,0,1,1,1,10,2,0.5783539538708725,0.03398468216638422,1.0514540060959336,0.6979194322027306,15.66,0.9744312787924954,0.829407114624506,0.9985083383907358,0.8510355139113788,data\tuning_runs_asha\stage2_medium\d531c7497b,S2
0.04,1,0,50,300,0.6,0,1,0,1,30,2,0.571377246648095,0.027919860818959575,1.3279761982754577,0.6857098040557854,24.62,0.9827361884791098,0.8672815107597717,0.9986943548898564,0.9959317825725696,data\tuning_runs_asha\stage2_medium\6d32ff0e1b,S2
0.02,1,0,50,100,0.8,1,0,1,0,5,2,0.6174989802686244,0.028652305801743463,1.0676359361392072,0.6774465226644387,106.69,0.967651233577656,0.5491570881226053,0.9769542994378381,0.9733086433211844,data\tuning_runs_asha\stage2_medium\fc56468977,S2
0.02,0,0,50,100,1.0,0,1,0,1,5,2,0.6068143749255781,0.03255725075234519,1.232875611138661,0.6638382714557454,19.02,0.9571473171096372,0.6386182336182337,0.9973116546190097,0.980380871046443,data\tuning_runs_asha\stage2_medium\4b8e357989,S2
0.03,0,0,50,400,0.6,1,0,0,0,5,2,0.5886667755294483,0.04090390090352399,1.3590159849912644,0.6534399468492157,118.5,0.9715737219672351,0.6356490315732933,0.9866263807727128,0.9791028836094735,data\tuning_runs_asha\stage2_medium\6f48f2b6ed,S2
0.02,1,0,50,200,1.0,1,0,0,0,5,2,0.6043161241635318,0.028652305801743463,1.1504023809586552,0.6456998103643653,111.6,0.9523554642554345,0.4876298134362651,0.967243641133154,0.9599141409366063,data\tuning_runs_asha\stage2_medium\c5ae734e3b,S2
0.02,1,0,30,300,1.0,1,1,1,0,5,2,0.592141642855224,0.027919860818959575,1.4216102898341696,0.6419267840444874,115.19,0.9776152459539612,0.6161823361823362,0.986074452937651,0.9824073392281985,data\tuning_runs_asha\stage2_medium\63ef0c6746,S2
0.02,1,0,10,400,0.6,0,0,1,0,5,2,0.5673426931091365,0.04695385020546155,1.4321642818235099,0.6416093037428834,22.3,0.9907730475393022,0.6428378545769851,0.9989305003478371,0.9977136794913236,data\tuning_runs_asha\stage2_medium\ff6a3f1af1,S2
0.02,0,0,20,200,0.6,1,0,0,1,5,2,0.5965057579605278,0.03255725075234519,1.2900284885820303,0.6319134336539677,112.84,0.9300053675348066,0.5198693388348561,0.9877898192456361,0.9663003897029051,data\tuning_runs_asha\stage2_medium\1722840c6f,S2
0.03,1,0,30,200,0.8,0,0,1,1,5,2,0.5495824958957344,0.03858055887683205,1.4923832769366323,0.6187474749371299,16.77,0.9642279079027561,0.6544125096756676,0.9979570536902043,0.9801399691593241,data\tuning_runs_asha\stage2_medium\2a914e0425,S2
0.02,1,0,10,300,0.6,0,0,0,0,5,2,0.5504304665035388,0.04695385020546155,1.5356812651339462,0.616703972513619,18.84,0.979753540113057,0.6642592592592593,0.9968675307047785,0.9948412146437468,data\tuning_runs_asha\stage2_medium\27a8d5fb39,S2
0.02,1,0,30,400,1.0,1,1,0,0,5,2,0.5780917679404165,0.028652305801743463,1.436979441425812,0.6158792662726205,117.19,0.9659151438678331,0.5377492877492878,0.9785928573377333,0.9726697566439586,data\tuning_runs_asha\stage2_medium\137b421652,S2
0.02,0,0,10,400,0.8,1,1,0,1,20,2,0.5686938495412699,0.031613676480846585,1.7934984190549783,0.5807341048272507,118.97,0.9636238160434396,0.5396011396011396,0.9921335089775154,0.9754623803312557,data\tuning_runs_asha\stage2_medium\2c90ccd0bf,S2
0.03,1,0,10,200,0.8,1,1,0,1,10,2,0.5308254900433131,0.029549996418821767,1.6984225279999923,0.5654918504746944,111.53,0.9509725559751999,0.5409442214462067,0.9807106165377577,0.968915117255726,data\tuning_runs_asha\stage2_medium\d56071bb6b,S2
0.03,1,0,10,100,0.8,1,1,1,1,5,2,0.5119278507944012,0.030325206107673447,1.7348401416471104,0.5628058137648168,73.16,0.9548425574682273,0.5992472451715071,0.983537491228897,0.9713972891374187,data\tuning_runs_asha\stage2_medium\dcc9db9124,S2
0.02,1,0,20,200,0.6,0,1,1,0,5,3,0.6412589914885882,0.03474687770808869,1.0933606516004493,0.7434392690094921,30.36,0.9953954570978895,0.8328605858361143,0.998444820593281,0.9979893345468334,data\tuning_runs_asha\stage3_deep\75ca7e4cc9,S3
0.02,0,1,30,400,0.8,0,0,1,1,30,3,0.5910887180589769,0.045914498503647046,1.142057071108362,0.7155736698837514,32.25,0.9855763314681895,0.9268199233716475,0.9993380835663803,0.8426403677246231,data\tuning_runs_asha\stage3_deep\2a3015fe4b,S3
0.03,1,0,30,100,0.8,0,0,0,1,10,3,0.6093722704716705,0.04621722810011338,1.2318476934120743,0.7115656507539886,26.33,0.9498550910798799,0.8774495685457441,0.9905592124727395,0.9772254505345366,data\tuning_runs_asha\stage3_deep\88c01e08f8,S3
0.03,1,0,50,400,0.6,0,1,1,1,20,3,0.6055164354892775,0.04108598675245927,1.3177692396728975,0.7112708038468682,41.24,0.9856507156007419,0.899603721747301,0.9976634424817771,0.9904360434576861,data\tuning_runs_asha\stage3_deep\52de0ca440,S3
0.03,1,0,20,100,0.8,0,1,0,0,5,3,0.5946036611260691,0.04108598675245927,1.4172962696501437,0.6930245157173157,27.17,0.989629503218536,0.881126226879513,0.9951505773724851,0.9946694262079366,data\tuning_runs_asha\stage3_deep\dfb4565c17,S3
0.02,0,1,50,200,1.0,0,1,1,1,10,3,0.5798730087437086,0.03448434613836716,1.3373251238363117,0.6772900572968732,24.27,0.9789454549328488,0.8737656037572612,0.999266677811058,0.857174633318301,data\tuning_runs_asha\stage3_deep\d531c7497b,S3
0.04,1,0,50,300,0.6,0,1,0,1,30,3,0.5666008259555494,0.025757636488734262,1.4898361495831138,0.6625102698431629,34.93,0.9842493017965034,0.8625137601049523,0.9974948577273229,0.9862392953145989,data\tuning_runs_asha\stage3_deep\6d32ff0e1b,S3
